FirstName;Surname;PositionsList;Team;Cost;PointsLastRound;TotalPoints;AveragePoints;AveragePointsPerDollar;TotalPointsPerDollar;GameweekWeighting;TransfersOut;YellowCards;GoalsConceded;GoalsConcededPoints;Saves;SavesPoints;GoalsScored;GoalsScoredPoints;ValueSeason;TransfersOutRound;PriceRise;PriceFallRound;LastSeasonPoints;PriceFall;ValueForm;PenaltiesMissed;Form;Bonus;FanRating;CleanSheets;CleanSheetPoints;Assists;SelectedByPercent;TransfersIn;OwnGoals;EAIndex;PenaltiesSaved;DreamteamCount;MinutesPlayed;TransfersInRound;PriceRiseRound;RedCards;BPS;NextFixture1;NextFixture2;NextFixture3;NextFixture4;NextFixture5;GW6Forecast;GW7Forecast;GW8Forecast;GW9Forecast;GW10Forecast;GW11Forecast;GW12Forecast;GW13Forecast;GW14Forecast;GW15Forecast;GW16Forecast;GW17Forecast;GW18Forecast;GW19Forecast;GW20Forecast;GW21Forecast;GW22Forecast;GW23Forecast;GW24Forecast;GW25Forecast;GW26Forecast;GW27Forecast;GW28Forecast;GW29Forecast;GW30Forecast;GW31Forecast;GW32Forecast;GW33Forecast;GW34Forecast;GW35Forecast;GW36Forecast;GW37Forecast;GW38Forecast
Andy;Carroll;FWD;WHU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Southampton;Middlesbrough;Crystal Palace;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cameron;Carter-Vickers;DEF;TOT;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Man City;West Brom;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Cathcart;DEF;WAT;4500000;0;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Man Utd;Burnley;Bournemouth;Middlesbrough;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lee;Cattermole;MID;SUN;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tottenham;Crystal Palace;West Brom;Stoke;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago;Cazorla;MID;ARS;7700000;6;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Hull;Chelsea;Burnley;Swansea;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Petr;Cech;GLK;ARS;5500000;0;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;90;;;;;Hull;Chelsea;Burnley;Swansea;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Cedric;DEF;SOU;5000000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Swansea;West Ham;Leicester;Burnley;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nacer;Chadli;MID;WBA;6400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Stoke;Sunderland;Tottenham;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathaniel;Chalobah;MID;CHE;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Arsenal;Hull;Leicester;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Chamberlain;MID;ARS;6000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;Hull;Chelsea;Burnley;Swansea;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Calum;Chambers;DEF;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James;Chester;DEF;WBA;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Ham;Stoke;Sunderland;Tottenham;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Benjamin;Chilwell;DEF;LEI;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Man Utd;Southampton;Chelsea;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedro;Chirivella;MID;LIV;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Hull;Swansea;Man Utd;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Christian Benteke;FWD;CRY;7600000;6;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;84;;;;;Stoke;Sunderland;Everton;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Josh;Clackstone;DEF;HUL;4000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Liverpool;Chelsea;Bournemouth;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordy;Clasie;MID;SOU;4800000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;;Swansea;West Ham;Leicester;Burnley;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Clayton;MID;MID;4400000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Cleverley;MID;EVE;5300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Middlesbrough;Bournemoth;Crystal Palace;Man City;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gael;Clichy;DEF;MCI;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Swansea;Tottenham;Everton;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Clucas;MID;HUL;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;83;;;;;Arsenal;Liverpool;Chelsea;Bournemouth;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathaniel;Clyne;DEF;LIV;5500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Hull;Swansea;Man Utd;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seamus;Coleman;DEF;EVE;5400000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Middlesbrough;Bournemoth;Crystal Palace;Man City;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
James;Collins;DEF;WHU;4600000;0;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Brom;Southampton;Middlesbrough;Crystal Palace;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steve;Cook;DEF;BOU;4900000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Everton;Watford;Hull;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lewis;Cook;MID;BOU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Everton;Watford;Hull;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Francis;Coquelin;MID;ARS;4400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Hull;Chelsea;Burnley;Swansea;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jack;Cork;MID;SWA;4900000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Man City;Liverpool;Arsenal;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Costa;FWD;CHE;10000000;9;;;;;;;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Liverpool;Arsenal;Hull;Leicester;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thibaut;Courtois;GLK;CHE;5500000;0;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Liverpool;Arsenal;Hull;Leicester;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippe;Coutinho;MID;LIV;8100000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;Chelsea;Hull;Swansea;Man Utd;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aaron;Cresswell;DEF;WHU;5400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Southampton;Middlesbrough;Crystal Palace;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peter;Crouch;FWD;STK;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;West Brom;Man Utd;Sunderland;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juan;Cuadrado;MID;CHE;6900000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Arsenal;Hull;Leicester;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Josh;Cullen;MID;WHU;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Southampton;Middlesbrough;Crystal Palace;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Charlie;Daniels;DEF;BOU;4900000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Man City;Everton;Watford;Hull;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scott;Dann;DEF;CRY;5500000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;Sunderland;Everton;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tendayi;Darikwa;DEF;BUR;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Watford;Arsenal;Southampton;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matteo;Darmian;DEF;MUN;5100000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Leicester;Stoke;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;David Luiz;DEF;CHE;6000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Liverpool;Arsenal;Hull;Leicester;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tom;Davies;MID;EVE;5000000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;14;;;;;Middlesbrough;Bournemoth;Crystal Palace;Man City;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Curtis;Davies;DEF;HUL;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;Liverpool;Chelsea;Bournemouth;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ben;Davies;DEF;TOT;4500000;6;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Sunderland;Middlesbrough;Man City;West Brom;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Davis;MID;SOU;5300000;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Swansea;West Ham;Leicester;Burnley;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Michael;Dawson;DEF;HUL;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Liverpool;Chelsea;Bournemouth;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Craig;Dawson;DEF;WBA;4400000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Stoke;Sunderland;Tottenham;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin;De Bruyne;MID;MCI;10800000;7;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Bournemouth;Swansea;Tottenham;Everton;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
David;de Gea;GLK;MUN;5500000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Watford;Leicester;Stoke;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ritchie;de Laet;DEF;LEI;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Burnley;Man Utd;Southampton;Chelsea;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carlos;De Pena;MID;MID;4300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marten;de Roon;MID;MID;4400000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Julien;de Sart;MID;MID;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mathieu;Debuchy;DEF;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Chelsea;Burnley;Swansea;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troy;Deeney;FWD;WAT;7000000;6;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;78;;;;;Man Utd;Burnley;Bournemouth;Middlesbrough;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jermain;Defoe;FWD;SUN;7100000;2;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Tottenham;Crystal Palace;West Brom;Stoke;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steven;Defour;MID;BUR;6000000;5;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;75;;;;;Leicester;Watford;Arsenal;Southampton;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Damien;Delaney;DEF;CRY;5000000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Stoke;Sunderland;Everton;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fabian;Delph;MID;MCI;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bournemouth;Swansea;Tottenham;Everton;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mousa;Dembele;MID;TOT;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sunderland;Middlesbrough;Man City;West Brom;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jason;Denayer;DEF;SUN;4900000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;Tottenham;Crystal Palace;West Brom;Stoke;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Memphis;Depay;MID;MUN;7300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Watford;Leicester;Stoke;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gerard;Deulofeu;MID;EVE;6200000;1;;;;;;;;0;;;;;;;;;;;;;;;;;0;;;;;;;;;45;;;;;Middlesbrough;Bournemoth;Crystal Palace;Man City;Burnley;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mohamed;Diame;MID;HUL;5500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arsenal;Liverpool;Chelsea;Bournemouth;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eric;Dier;MID;TOT;5300000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;90;;;;;Sunderland;Middlesbrough;Man City;West Brom;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adama;Diomande;FWD;HUL;4600000;2;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;70;;;;;Arsenal;Liverpool;Chelsea;Bournemouth;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mame Biram;Diouf;FWD;STK;5800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Crystal Palace;West Brom;Man Utd;Sunderland;Hull;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brice;Dja Djedje;DEF;WAT;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Burnley;Bournemouth;Middlesbrough;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papy;Djilobodji;DEF;SUN;4500000;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Tottenham;Crystal Palace;West Brom;Stoke;West Ham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abdoulaye;Doucoure;MID;WAT;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man Utd;Burnley;Bournemouth;Middlesbrough;Swansea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stewart;Downing;MID;MID;5300000;5;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;90;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luke;Dreher;MID;CRY;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stoke;Sunderland;Everton;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Daniel;Drinkwater;MID;LEI;5400000;2;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Burnley;Man Utd;Southampton;Chelsea;Crystal Palace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nathan;Dyer;MID;SWA;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Man City;Liverpool;Arsenal;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oviemuno;Ejaria;MID;LIV;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chelsea;Hull;Swansea;Man Utd;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahmed;Elmohamady;MID;HUL;4900000;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Arsenal;Liverpool;Chelsea;Bournemouth;Stoke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mohamed;Elneny;MID;ARS;4800000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hull;Chelsea;Burnley;Swansea;Middlesbrough;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin;Emnes;FWD;SWA;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Southampton;Man City;Liverpool;Arsenal;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Christian;Eriksen;MID;TOT;8300000;9;;;;;;;;0;;;;;;;;;;;;;;;;;1;;2;;;;;;;78;;;;;Sunderland;Middlesbrough;Man City;West Brom;Bournemouth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jonny;Evans;DEF;WBA;4500000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Stoke;Sunderland;Tottenham;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lukasz;Fabianski;GLK;SWA;5100000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Man City;Liverpool;Arsenal;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fabio;DEF;MID;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cesc;Fabregas;MID;CHE;7100000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;Liverpool;Arsenal;Hull;Leicester;Man Utd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adam;Federici;GLK;BOU;4500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Man City;Everton;Watford;Hull;Tottenham;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sofiane;Feghouli;MID;WHU;5300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Southampton;Middlesbrough;Crystal Palace;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marouane;Fellaini;MID;MUN;6000000;1;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Watford;Leicester;Stoke;Liverpool;Chelsea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leroy;Fer;MID;SWA;5300000;6;;;;;;;1;2;;;;1;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Man City;Liverpool;Arsenal;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Edimilson;Fernandes;MID;WHU;5000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;West Brom;Southampton;Middlesbrough;Crystal Palace;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Federico;Fernandez;DEF;SWA;4500000;0;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Southampton;Man City;Liverpool;Arsenal;Watford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fernandinho;MID;MCI;5500000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Bournemouth;Swansea;Tottenham;Everton;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fernando;MID;MCI;4800000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;;Bournemouth;Swansea;Tottenham;Everton;Southampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sam;Field;MID;WBA;4500000;1;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;West Ham;Stoke;Sunderland;Tottenham;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roberto;Firmino;MID;LIV;8400000;12;;;;;;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;90;;;;;Chelsea;Hull;Swansea;Man Utd;West Brom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viktor;Fischer;MID;MID;5100000;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;Everton;Tottenham;West Ham;Watford;Arsenal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mathieu;Flamini;MID;CRY;4500000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;Stoke;Sunderland;Everton;West Ham;Leicester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jon;Flanagan;DEF;BUR;4400000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Leicester;Watford;Arsenal;Southampton;Everton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Darren;Fletcher;MID;WBA;4400000;3;;;;;;;;0;;;;;;;;;;;;;;;;;1;;;;;;;;;72;;;;;West Ham;Stoke;Sunderland;Tottenham;Liverpool;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashley;Fletcher;FWD;WHU;5000000;1;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;;West Brom;Southampton;Middlesbrough;Crystal Palace;Sunderland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jose;Fonte;DEF;SOU;5400000;0;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;Swansea;West Ham;Leicester;Burnley;Man City;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
