"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27"
247,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF"
249,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
250,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
251,NA,NA,NA,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
252,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
253,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF","DEF","DEF"
256,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
257,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF"
259,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
261,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
262,NA,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF","DEF","DEF","DEF"
264,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
265,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
266,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
267,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
268,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
269,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEF","DEF"
271,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
272,NA,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
273,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF"
274,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
275,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
276,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
277,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
278,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
279,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
280,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
281,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
282,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
283,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
284,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
285,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
286,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
287,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
288,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
289,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
290,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
291,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
292,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
293,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
294,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
295,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
296,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
297,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
298,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID"
300,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
301,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
302,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID"
304,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
305,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID"
307,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
308,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
309,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID"
311,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
312,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
313,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
314,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
315,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
316,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
317,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
318,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
319,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID"
321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
322,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
323,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
324,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
325,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
326,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
327,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
328,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
329,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
330,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID"
332,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
333,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
334,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
335,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
336,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
337,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
338,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
339,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
340,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
341,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
342,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
343,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
344,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
345,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
346,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
347,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID"
349,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
350,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID"
352,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
354,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
355,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
356,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
357,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
358,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
359,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
360,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
361,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
362,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
363,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
364,NA,NA,NA,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
365,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
366,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
367,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
368,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
369,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
370,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
371,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
372,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
373,"MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID","MID"
