"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
1,4296,1919,5315,1994,11183,14811,8561,2062,13884,1127,1377,4395,5487,3342,7643,1822,5762,2352,2606,3607,1170,7449,3782,13879,206,98,1044,1456,1585
2,NA,NA,NA,NA,NA,NA,NA,NA,37,30,31,22,17,20,18,16,10,25,9,28,22,33,20,23,6,9,15,10,6
3,111,101,103,81,139,151,104,31,41,27,34,30,17,21,31,23,18,25,20,45,34,54,40,37,5,11,32,7,10
4,194,105,153,73,147,117,136,65,38,20,21,46,36,38,44,26,28,48,48,51,31,58,40,85,12,140,56,33,58
5,NA,NA,6333,9883,9496,10703,7929,1794,1676,1033,1129,892,625,731,629,699,644,850,571,1176,1245,2849,1141,1061,262,425,810,352,344
6,1123,1001,1057,2506,6866,3499,2411,846,614,397,455,428,274,248,272,395,343,501,333,591,578,1184,353,264,65,124,234,5666,13868
7,1014,382,1118,1178,695,2560,2054,1870,9402,1202,4088,771,3607,5757,5485,956,1741,11767,5131,12523,32809,32115,10565,16696,2256,1810,12970,5255,8110
8,10868,3089,4160,7178,1929,1637,1843,1672,1413,1702,12607,20602,19084,13525,7867,7919,3510,1698,3012,2103,3922,2726,2586,3161,3849,2929,3740,1570,3409
9,342,146,351,454,453,405,491,213,228,170,256,233,231,203,204,123,122,148,97,197,169,303,171,334,143,310,437,215,350
10,3122,2636,1651,607,968,1010,659,272,244,179,317,214,106,118,107,138,152,176,139,197,187,1023,1039,797,184,331,674,250,298
11,NA,NA,NA,NA,NA,6921,3664,627,814,633,401,343,209,191,191,264,232,337,181,359,336,376,16,24,5,11,14,7,8
12,8806,1452,6579,376,122,75,81,55,58,44,80,42,28,43,38,28,33,46,27,50,43,99,79,121,19,26,79,26,34
13,NA,NA,NA,NA,3315,1611,941,188,216,129,176,167,77,100,100,107,121,182,123,246,231,463,179,189,34,70,157,72,68
14,NA,NA,NA,NA,NA,NA,3489,937,772,484,571,500,318,360,331,343,331,475,332,658,575,1334,561,452,110,206,397,181,200
15,61,32,51,1569,7356,2770,16729,7362,25675,18782,66280,35474,30990,22606,17261,29900,57107,31765,13481,41066,35472,78777,22764,43244,10168,25996,44440,18114,14884
16,10,4,8,4,5,4,1,1,3,2,3,4,2,2,3,2,0,3,2,4,2,8,1,5,0,1,1,2,0
17,93,62,86,41,54,29,33,33,51,33,40,10,14,19,16,9,15,19,25,23,15,34,511,7109,58,50,96,25,30
18,3896,14072,19628,10609,14357,10367,32529,6796,17041,6700,28193,10152,30697,61574,28198,5983,6338,6941,12644,30828,13410,29550,31391,10578,3322,3744,3347,1546,10121
19,94,78,77,49,66,56,66,39,37,31,43,18,16,23,12,13,15,25,19,38,26,39,37,61,5,21,25,14,19
20,642,14609,1834,1528,529,335,350,380,744,217,501,567,1188,10412,1781,864,334,414,151,247,5855,6445,12873,17359,3245,4826,7535,5777,7027
21,NA,NA,NA,NA,NA,NA,NA,868,465,353,407,341,214,176,183,222,197,321,177,316,348,656,294,224,56,118,300,137,110
22,2064,2065,1725,2051,4147,3043,2113,14766,26347,15233,25872,21893,10148,9230,36523,17282,7684,14691,5312,15517,20339,15131,2887,3928,938,688,225,94,121
23,20761,20493,7041,5220,11718,4700,1571,602,1824,1612,2620,823,551,14858,8863,11586,21177,6296,31012,57575,17598,27271,36188,11099,1392,2292,4250,3185,8674
24,101,78,113,57,93,82,69,33,38,23,41,26,25,36,36,21,27,34,24,67,48,87,65,59,23,22,78,74,95
25,331,255,243,160,188,181,114,67,61,63,68,46,24,69,49,31,30,39,33,53,68,72,29,39,14,26,22,12,10
26,2007,2014,1733,1656,3353,2316,1557,522,630,416,496,421,272,262,298,372,330,549,335,605,562,1199,17281,49159,10595,16018,32066,11795,1112
27,NA,NA,NA,NA,NA,2844,1761,570,611,459,508,430,256,288,306,260,283,361,228,484,429,886,420,335,74,151,310,109,172
28,46636,85197,103234,58974,15400,32609,13949,2215,8779,34354,52763,12149,10541,5985,6017,4089,3434,4100,6247,4820,8138,8215,3851,1661,241,4284,5439,4467,19768
29,59,50,58,35,45,42,43,25,24,21,24,27,10,20,23,26,21,21,13,36,45,40,32,42,13,17,18,14,15
30,97,53,62,73,73,65,64,23,53,39,38,24,24,31,34,20,26,26,28,44,59,68,43,101,35,51,83,54,48
31,11805,4947,18313,18481,5553,5271,12804,3490,7288,11268,4507,4242,1702,5841,16061,2440,4463,1065,1691,1051,12165,3288,21144,43556,4715,3718,12833,3865,2877
32,138,41,832,239,158,90,77,48,182,77,74,39,31,45,38,37,114,71,92,58,181,119,2393,2873,629,3224,24408,9880,9458
33,2424,2625,1396,3473,1037,3119,1196,2308,5701,5499,3971,1690,2180,4728,3412,3601,748,1306,2237,2118,1935,1758,1357,1614,58,227,624,241,166
34,NA,NA,60,42,63,59,55,36,54,33,45,17,24,28,26,21,15,22,15,19,18,30,40,51,8,14,35,17,20
35,651,596,350,2699,639,356,325,145,252,173,214,135,106,129,119,80,72,147,110,182,126,187,112,155,37,72,110,89,106
36,15491,13221,3297,3515,11457,6277,30525,8686,25062,7415,10505,12855,6512,10453,2816,6108,3875,16894,9051,18314,49112,34590,37938,48776,4331,4735,5555,9325,34912
37,59369,47310,64766,46259,45573,81626,36208,93196,39670,58018,92799,30142,23747,12724,39903,50314,60007,30644,17683,18766,19374,52302,31145,38919,8379,15151,14099,16814,5953
38,615,352,274,7857,16127,15743,21214,8833,25298,13560,12389,11628,12701,13325,16702,13225,11494,20191,15379,30810,51054,45795,23231,732,171,242,546,258,243
39,112,52,58,62,69,79,64,40,63,45,66,39,46,29,49,28,32,56,40,61,58,89,47,68,22,22,56,30,21
40,146,65,55,34,61,81,66,50,62,64,35,38,17,136,781,556,183,58,31,1910,1872,7656,899,7028,273,360,329,92,247
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,11803,1918,6103
42,51423,63608,92272,102118,88239,70806,68788,36115,46267,32534,23242,18893,12163,8972,7531,6034,5950,12001,14973,18884,7945,23434,19881,14016,1187,1916,8268,3819,4429
43,NA,NA,1526,1657,2483,1831,1290,518,539,367,342,315,161,179,198,202,163,272,180,643,480,762,280,273,56,15,19,8,8
44,14247,8153,75543,27407,25929,22550,55669,21959,36407,25706,5372,3792,952,5627,3883,3506,794,8163,669,842,3359,1411,650,3772,238,260,562,522,331
45,73,57,81,44,80,61,61,38,34,29,23,25,16,19,22,16,9,24,15,26,1809,844,433,5643,227,260,748,904,2029
46,1513,2020,1025,1035,2179,1907,1337,489,499,336,336,313,174,175,188,217,175,276,184,346,405,763,322,300,71,132,249,121,150
47,1752,50960,7870,16292,3727,2140,1049,1690,714,1678,547,46,33,32,357,454,465,1075,343,371,1371,540,1739,10300,932,1017,1075,1662,4310
48,110,122,117,154,111,91,98,86,70,54,880,739,490,3643,212,78,45,75,58,231,246,251,149,298,79,198,211,44,13
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,695,642,398,179,168,239,155,260,275,535,228,197,32,88,187,68,84
50,6099,3191,19272,8203,145821,41516,34170,24756,16495,11282,3751,3289,6509,22953,24413,13277,6060,16320,6734,6959,6336,13274,7872,36615,10434,11657,37829,7440,8371
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,745,1214,336,372,340,773,328,264,65,99,243,81,106
52,1062,845,780,854,2125,1691,1090,450,466,323,287,252,168,183,195,163,171,293,188,379,355,800,327,360,93,132,340,131,135
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356,278,147,92,69,50,27,51,51,66,70,193,178,219,51,102,192,75,73
54,24693,23589,7408,22871,11079,8516,7888,4577,8942,14689,1079,9483,1730,2099,7475,2761,868,5396,4190,4250,67312,7112,2402,831,1585,2219,20941,15648,10253
55,99,69,47,68,57,77,59,27,51,6060,113,30,27,16,34,18,20,28,28,32,28,40,46,179,12,17,42,12,27
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1220,873,319,278,279,215,203,292,173,311,188,515,255,260,44,101,201,91,106
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,1208,938,2434,958,481,92,200,424,129,155
58,1609,10699,4068,31782,6091,3640,1260,2493,8593,1980,1002,3986,4025,3618,8477,14568,6980,1821,816,6390,820,2968,917,197,19,44,79,721,204
59,NA,NA,96,61,43,39,32,30,38,20,51,18,20,8,27,16,12,11,10,17,12,16,21,104,179,177,403,3375,2406
60,90,67,42,10,8,3,8,3,6,3,0,1,0,2,6,4,2,5,6,2,2,6,3,2,1,2,1,3,0
61,54787,103284,58245,22486,15712,15599,6799,942,2352,2739,1490,858,4514,6888,6789,2437,5464,6494,3454,11749,13708,21054,23619,21237,6319,5027,14458,4783,5183
62,2819,3158,2568,3134,6532,6480,4300,1921,3868,2548,2389,1900,1318,1599,1668,3952,3323,4517,2740,5441,7001,14517,5933,3618,793,1189,2399,1106,904
63,NA,NA,NA,NA,NA,NA,NA,1778,1886,1526,1398,976,454,403,277,218,212,273,190,384,409,584,272,247,55,96,218,90,121
64,218,146,134,149,208,220,155,76,122,60,91,84,62,164,1095,8776,14636,28441,9599,12338,68200,44111,22116,14915,1125,1069,5203,3579,2737
65,8421,7370,5274,5867,6242,9953,9798,37074,13258,6844,4932,2892,1835,805,1983,1335,984,2133,870,1627,5963,4207,1947,2364,371,600,719,587,1952
66,18,9,11,8,8,7,4,4,5,5,6,3,1,4,6,5,0,4,1,4,4,7,2,3,0,0,2,0,0
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,849,623,963,498,943,693,1466,733,754,134,253,588,289,311
68,14241,7728,12765,3801,18828,38577,29949,16658,21369,3412,4057,12446,11882,8597,16552,5468,16614,21731,61100,58042,10556,120225,51214,29163,1999,5856,5143,18278,4073
69,741,458,185,65,94,42,22,26,29,22,47,68,135,140,271,142,126,215,137,568,420,2940,1315,374,38,109,160,145,507
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,112,73,75,140,107,80,117,95,114,59,173,72,94,1,2,3,0,4
71,94,132,21,11,8,12,4,4,3,5,5,3,2,3,5,1,0,3,1,6,2,8,3,7,1,1,1,1,1
72,4013,673,1356,317,492,757,4941,578,576,304,114,88,175,155,228,164,118,170,142,243,107,5086,2797,575,77,119,164,137,238
73,436,196,15,5,7,7,5,5,5,7,7,3,1,2,2,3,1,1,3,2,6,5,5,2,0,0,1,2,3
74,63373,11943,11494,33516,90520,78540,16677,11428,19369,15865,41747,78483,62815,74289,79505,23127,26270,8117,11888,29657,3818,417,2931,2372,173,699,575,2892,1186
75,441,2670,5257,1473,7618,6170,263,457,2735,1176,1404,4454,6525,5105,9215,6205,20299,20279,16133,12760,6627,3211,154,11664,518,8039,2910,5862,9300
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,170,83,29,42,53,27,34
77,869,881,748,392,623,776,604,6376,8500,2309,405,557,429,269,632,715,423,428,366,488,186,1101,424,387,57,162,241,220,188
78,5427,2028,5859,3102,27519,81203,149070,64838,158686,25259,22877,57689,57058,41113,56396,21957,76548,55712,6035,3525,665,1953,931,144852,49430,19246,54931,9989,788
79,2575,2143,2132,1692,12256,17163,3979,140,147,112,236,68022,51838,50182,9135,1323,1239,3678,10026,56842,11478,42833,11332,11845,858,4496,3861,10630,12656
80,63,78,80,13,34,60,75,24,511,220,1629,348,1108,154,370,54,102,631,132,251,3115,698,342,264,90,176,604,237,303
81,758,287,168,623,93,3032,1033,889,8305,1282,8935,1883,4546,7398,3361,749,1001,13859,11061,10210,18202,14937,10548,5799,560,377,507,175,179
82,848,458,7585,5913,3232,2419,2976,838,49933,9960,60628,7565,13971,10436,22397,3384,6300,1277,8556,23742,47981,50271,13015,9546,1575,2731,8569,3626,9501
83,1221,904,6691,2309,1197,5805,5972,3072,20788,8883,27676,12023,13325,12815,11762,5391,5201,21716,10279,17097,23616,42830,8994,7596,1601,1232,4933,1437,10613
84,1877,1505,983,822,857,854,1857,4870,5533,4874,4123,1831,1346,1640,2141,1240,1142,2076,17331,17373,21228,31035,21672,21513,2777,4372,10071,5206,8128
85,10634,6488,2727,19993,42835,46400,21864,18533,31260,25546,23271,6562,4660,4955,6706,2430,2334,4187,2085,4097,4339,6858,4304,5180,760,1468,4564,2135,2568
86,4548,2992,30704,20657,26662,12588,5797,2083,2136,1271,4877,22452,16241,16818,20863,6032,6505,9329,2609,3828,4327,7782,6092,7466,814,1731,5442,2433,3442
87,NA,NA,248,43,39,43,30,18,50,26,39,27,29,23,29,16,23,28,16,77,43,95,28,1012,158,188,517,185,201
88,931,474,2216,1359,1326,11748,4718,5157,864,381,282,1017,917,3903,2739,1166,310,884,3006,2418,2557,3737,1442,2484,129,87,135,27,261
89,403,133,332,384,140,149,387,273,329,226,183,215,458,232,72,111,85,136,338,279,789,1128,612,767,61,15,191,1423,968
90,14319,3882,1841,3462,1720,1814,2776,1891,2945,3140,13543,11109,10360,6627,7413,2227,2207,2321,4554,25819,9976,6307,5393,3876,24843,19538,22351,19449,12894
91,17146,13162,5423,3666,3494,3689,1408,173,190,127,273,883,646,662,879,517,475,895,683,1072,1130,5083,4990,5847,1112,2332,6006,2867,4005
92,11928,2324,17613,18609,4680,16889,5956,9224,6109,9408,69506,92901,67505,38005,24961,4754,5773,2178,705,502,3691,6161,4770,3897,7069,9118,14300,2651,4853
93,1165,109,1493,1333,1771,1631,4250,4318,3719,3472,15563,396,1952,2169,2187,570,426,494,237,1220,1996,3415,3629,4762,5696,5313,5154,1765,2859
94,448,284,609,446,120,31,31,12,46,29,37,37,19,22,33,15,5,27,21,11,12,45,26,20,3,15,31,16,13
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,629,748,410,337,707,1100,825,685,1796,1001,836,176,360,1084,575,468
96,628,153,255,318,56,115,49,58,83,125,30838,18085,26959,14237,3049,304,244,386,978,731,616,6502,2296,2720,1161,820,1567,920,1140
97,132,56,155,66,100,105,90,57,82,43,112,53,69,332,583,2824,2368,8013,3399,7425,6715,20147,6074,13365,1436,273,114,138,90
98,7697,5734,5135,2752,3036,2889,2191,7344,9716,8406,6668,4307,3574,3624,4652,39774,53059,20197,18600,73841,68453,37909,14716,13900,2632,7306,20760,9816,4672
99,6106,1916,3440,2609,4071,6014,10936,4925,9696,20865,79520,49428,41016,1384,1567,324,3835,5663,2835,8172,2109,11355,3479,4591,1375,10785,22046,11118,29559
100,5907,4141,22112,7099,14354,11545,21528,8979,15180,26845,182507,92987,53524,71430,31848,2293,13869,87063,52841,122707,39555,65980,25843,43806,4383,22528,34622,17716,11598
101,521,245,618,1514,8779,2636,5918,1687,2888,1927,13896,25927,23055,16555,23184,72131,124183,73934,2534,5573,32522,83342,34809,38997,257,355,798,7796,13376
102,179,129,220,84,192,377,357,125,204,181,249,174,184,239,280,187,625,1496,733,2179,3331,8903,2570,10872,1238,5907,8483,853,461
103,58944,18104,22316,21510,33200,69327,228383,104732,149340,90375,238933,108893,78228,55363,54786,88228,6752,6746,3220,5240,2269,6883,2032,4238,1059,1447,18712,21759,12400
104,7160,243303,141335,40183,49331,9937,19305,11419,8763,4709,14137,31363,38354,47231,30588,7448,26664,134832,90551,174743,51193,173547,64279,60427,6770,9035,7595,9345,18538
105,7262,6785,17596,23984,44821,170585,88460,35193,72551,28378,182523,61663,70713,56332,35113,14740,20678,29946,33407,99797,30729,58232,28804,28098,3724,10335,21682,5086,14768
106,1201,325,490,1839,9281,2483,4036,4126,2354,703,5387,3021,7266,9348,3328,1740,1280,4055,1800,6039,1897,5240,222,665,367,638,559,271,347
107,544,1743,408,172,1601,1543,2067,1105,436,151,12229,10878,33467,72102,37389,18148,33188,60979,92088,9123,6343,32904,14575,13542,1029,242,8665,7349,24684
108,61444,68521,72716,23523,4309,1081,26641,14269,19179,9435,10521,2459,2018,99,97,50,58,97,73,99,68,1052,952,1216,27,411,447,53,46
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,176,227,51,85
110,3235,7643,4820,1200,3623,3376,2085,229,78,46,102,127,510,801,14198,2609,2900,5919,6333,15354,2940,5156,4384,40486,2267,4306,14533,4254,10496
111,1420,1221,2342,3159,4509,5385,5560,2409,1674,1225,2935,648,925,18390,11317,1776,2935,1501,5184,31208,38892,35347,32692,39765,2637,4257,3503,3586,10571
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,47,75,189,82,65
113,66,128,71,5,13,8,16,10,9,5,8,4,6,5,5,8,2,7,3,11,5,8,5,3,1,0,2,2,0
114,NA,NA,2002,5030,2333,675,318,2095,764,567,3892,3227,7012,10143,1996,1328,828,733,645,818,1014,3028,629,646,188,288,604,161,246
115,714,2346,588,1501,277,300,65,934,4244,274,4699,4992,545,96,272,3645,501,8840,1245,1208,370,61,21,18,7,6,13,5,8
116,269,249,230,121,160,188,190,126,130,305,318,225,135,103,26,18,16,23,24,27,33,302,209,149,35,59,144,143,106
117,7095,10862,3342,2355,1177,347,455,586,316,233,1144,475,307,302,347,375,65,40,23,175,2365,4135,13497,6455,1433,1478,1059,260,598
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,29,15,12,10,7
119,178,219,207,103,106,169,98,88,88,129,298,220,134,110,2132,236,163,4879,1468,1261,7739,15084,21329,16709,4015,1404,181,342,1026
120,207,50,44,36,19,22,21,13,17,25,18,22,14,17,25,21,14,33,21,17,134,92,317,106,11,9,24,57,23
121,149,111,2546,602,957,863,429,4099,2236,135,2275,905,7415,24194,77878,1527,600,706,274,98,45,88,84,1798,481,757,209,16,32
122,141,242,115,165,237,88,80,543,537,143,665,496,353,411,4815,1622,416,10387,1804,1003,952,929,14,24,6,8,14,33,387
123,26,20,22,23,49,62,47,43,56,34,74,64,38,46,59,33,20,89,48,64,29,110,76,61,10,23,41,26,27
124,585,1886,325,253,220,90,62,190,197,432,346,220,346,1933,116,387,269,5323,1180,2959,14759,55457,71552,20852,1755,1161,1013,5521,3368
125,2041,7752,1071,359,162,187,157,792,696,42,49,155,184,173,287,164,168,546,194,214,825,1269,1007,749,216,327,353,334,2265
126,209,666,190,214,107,137,254,307,412,228,477,1428,494,1706,2341,141,40,60,19,26,13,41,96,245,46,51,94,18,13
127,11868,8292,3932,1220,5891,4528,890,726,736,2034,12346,9698,1026,287,171,85,81,103,77,56,27,60,23,26,12,18,84,459,1563
128,80,92,74,47,48,63,53,51,39,31,46,35,23,30,36,22,18,72,41,44,21,94,34,364,914,677,216,419,6254
129,43,34,27,16,14,19,17,13,12,12,23,22,15,15,23,13,7,18,16,14,12,33,19,19,7,19,28,8,76
130,495,12160,8824,2189,1481,5592,611,2908,1660,801,1190,395,62,5907,11255,12886,21457,18029,9715,26294,1898,10186,13073,11062,513,724,4472,1987,3207
131,35997,20033,8689,2501,11068,296,301,610,818,1359,1722,511,744,1521,551,566,500,470,10272,1926,545,1419,1821,490,166,151,220,72,640
132,60861,28973,11712,3195,11294,413,1576,1058,1066,399,1610,550,155,884,773,524,860,722,4211,11036,1074,1009,839,670,540,591,1213,1431,3652
133,188,232,208,102,182,357,135,74,418,781,2212,1565,772,24128,17206,39934,60553,24662,104654,123314,16262,12762,13311,5494,412,1659,3728,2762,1917
134,277,404,303,462,495,501,363,149,196,160,332,1724,303,327,470,2191,1279,7199,669,2450,2598,697,196,182,700,1250,123,17,21
135,579,464,351,1048,9711,9401,6892,1067,479,116,70,127,102,1128,1590,1903,5544,4733,23732,52665,12629,13258,13200,4191,1725,4395,19431,10654,15153
136,254,194,110,84,117,115,73,35,55,32,27,26,22,31,20,19,7,20,21,22,24,35,16,13,5,8,27,10,8
137,2133,5008,2308,936,2798,3972,1010,485,551,1089,844,333,355,12075,6094,8212,26679,10882,10370,26744,1733,2983,2553,1207,196,928,1069,1328,83
138,331,415,272,190,603,1203,1064,635,854,520,4041,3443,1880,2535,1360,522,520,792,442,451,460,616,92,80,16,77,25,10,12
139,NA,38,66,29,36,49,25,14,30,21,885,50,33,47,51,29,67,91,89,55,20,56,34,42,7,30,147,47,594
140,138,802,571,122,155,190,27,13,14,15,29,15,9,19,18,14,11,11,11,15,51,104,69,47,11,24,48,14,29
141,180,190,115,64,103,98,56,23,44,31,28,18,18,15,18,20,15,9,13,18,16,36,21,12,5,9,27,8,7
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,201,84,123,255,203,265,1063
143,6915,14005,15749,49739,41434,70101,23878,5081,15275,12802,5002,1762,745,683,711,873,723,397,1400,1693,843,386,90,271,274,25,47,22,432
144,89,218,122,97,217,243,248,179,1440,316,5493,2340,1891,1597,747,79,69,214,455,193,851,701,483,302,6,50,157,42,204
145,4928,79947,103333,19362,4888,61508,10690,1136,2229,8871,158,356,991,721,2144,8902,3993,11166,15987,8450,20676,29865,6649,2502,289,182,3302,3888,40627
146,541,1400,3943,1393,1256,2023,397,152,339,411,365,71,99,103,343,329,143,363,809,639,163,461,151,60,11,70,48,49,125
147,382,388,306,231,241,242,197,98,121,79,92,106,70,62,73,39,42,65,396,620,633,833,574,584,138,228,628,279,318
148,126204,125396,122213,25559,8603,20891,4868,1014,3592,4844,26312,3780,2284,2704,6687,24337,17220,43234,49671,21380,8523,13789,4647,1861,251,2798,8516,6331,25042
149,58,50,59,41,68,67,73,51,56,67,49,41,30,50,42,31,28,54,56,48,32,71,61,62,20,31,70,34,33
150,233,230,236,167,466,1466,325,449,384,5013,1146,749,300,1411,5674,2744,2708,1749,1647,1592,608,1326,13440,29449,5865,1108,4353,3378,2316
151,NA,NA,286,89,124,134,84,45,49,54,37,28,28,33,52,26,36,48,45,50,77,278,2600,10535,1101,463,2100,118,67
152,9334,5138,2720,2420,419,1407,4859,1675,2504,27203,4255,5465,1219,2936,1479,817,1945,730,1760,958,4173,4972,5162,2278,495,726,5027,1095,1524
