"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
308,43,15,27,31,104,565,378,331,9813,753,123,57,33,25,281,72,134,116,43,29,20,56,17,210,4545,877,9360,1628,2367
309,2044,1896,2720,1553,60919,102378,72913,13926,75812,42712,62719,63750,36217,18728,44398,42287,27502,24201,18814,4466,3014,16137,10974,6027,1922,2178,3784,1363,3296
310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,14,14,44,18,27
311,74,43,168,45,7913,4009,6357,694,525,107,69,46,40,55,102,3607,3228,1012,333,8159,4740,4483,50,416,45,52,99,15,3
312,4422,1352,69125,9002,32934,13548,23545,2432,3070,1643,3224,2751,3351,21503,1135,182,154,105,43,34,20,43,24,49,7,12,16,8,12
313,39412,62732,63467,28073,15110,11204,24746,4440,4706,1964,5381,30051,9974,12925,13631,13001,15040,10083,3836,10267,8521,8502,3377,7033,1240,2451,7020,3502,3586
314,7811,1849,2040,672,892,522,965,215,323,121,333,152,176,50,279,432,510,436,154,4176,1330,2097,338,448,10,14,28,19,26
315,329,244,288,238,219,130,189,185,97,413,3629,731,1259,1798,1963,7136,4113,2435,746,2412,1916,23118,3494,16200,1020,16469,19255,6546,14589
316,462,194,43,29,68,111,5585,756,778,2068,2181,2577,1520,518,1388,566,668,460,144,346,215,451,133,304,68,181,333,648,334
317,98,282,252,155,181,139,113,9,48,137,232,122,131,541,309,190,1343,409,318,272,117,143,193,1284,229,1071,1013,403,627
318,56,37,43,17,46,44,59,20,20,19,31,24,20,13,22,20,11,14,10,50,32,67,68,71,6,12,18,31,53
319,18,15,12,10,24,44,50,8,38,26,37,20,16,14,23,22,15,21,15,16,19,898,203,201,31,25,45,24,24
320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,103,25,23
321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,37,33,15,15,9,32,31,34,13,9,3,1,2
322,726,144,233,106,96,15,14,18,9,8,13,5,3,7,6,4,3,6,13,57,24,51,22,11,4,5,9,1,6
323,226,197,244,202,356,247,1352,561,352,192,170,112,99,120,105,101,82,359,196,292,144,233,166,166,66,112,195,150,162
324,NA,NA,NA,NA,NA,NA,NA,NA,101,83,72,45,19,26,36,24,13,27,24,32,17,32,25,51,12,15,46,14,10
325,1155,8615,3491,6309,6243,19719,39251,53372,74780,20684,27799,7090,6798,2734,1503,929,16903,10409,5532,8508,3559,10061,4607,7837,974,741,178,21,32
326,196,99,125,50,49,39,37,26,37,20,27,25,14,15,27,20,24,41,23,20,26,890,1198,1353,245,164,33,17,38
327,258,183,53,3,5,1,3,0,2,4,1,2,3,1,1,1,0,1,1,2,0,2,3,1,0,0,1,1,1
328,328,414,2930,815,155,159,178,76,434,349,290,137,545,309,738,73,220,132,104,138,2175,1595,607,379,103,121,237,254,672
329,2190,6202,89073,39500,40956,12813,37621,29944,13760,5558,16826,17178,15421,11467,14422,8942,4888,2480,1984,7315,1213,5225,944,4396,782,694,1561,373,844
330,1573,4034,41675,45215,32469,20915,88525,32548,26446,23981,16468,58838,158152,68192,252448,49995,57415,28662,11204,26140,15469,49244,7940,125995,6452,8258,31056,13702,34185
331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,14,22,21,26,47,44,40,16,18
332,22957,27863,29356,143020,116651,75373,41386,1099,1427,2852,23796,12114,10987,29641,19961,14332,14205,17231,10450,16326,14056,25407,13996,18877,3024,3468,9148,5124,3550
333,267,89,63,60,151,148,183,257,146,41,22,7,4,5,10,23,13,11,3,3,8,20,13,126,3,2,3,0,0
334,417,117,130,46,12,16,7,4,7,9,8,9,5,9,39,14,12,48,21,23,16,39,20,41,11,1,0,0,0
335,835,8987,12439,14366,4846,13999,23803,4107,58500,10777,9631,758,1086,1794,1244,1562,4231,2527,1425,1615,3628,3730,417,11369,870,589,955,271,579
336,322,306,141,89,132,117,923,1257,493,247,280,110,50,52,60,49,40,255,239,182,78,152,120,117,30,83,217,74,93
337,150731,78083,82424,24694,24680,13528,28619,6669,8447,2364,2201,1331,8688,6397,3349,3436,80792,39244,18179,9816,74233,67873,23638,117488,1586,3671,50017,93846,101130
338,277,984,575,979,454,334,464,4515,1560,593,935,464,761,223,156,970,366,915,249,164,287,754,188,123,74,113,236,10,6
339,NA,818,207,56,50,3431,4248,2494,790,274,101,70,25,15,16,13,17,27,24,58,86,121,80,66,2,4,9,0,2
340,170,151,8775,21355,7322,1268,874,312,95,12,22,11,11,18,122,55,135,196,130,121,99,122,86,92,26,64,1020,1152,854
341,30514,42140,14769,7986,16224,14816,8128,4993,6375,6948,13246,32505,70985,38849,35563,14955,9560,45414,27724,24375,13265,6051,1113,336,70,79,146,74,80
342,170,137,619,3070,3874,2564,1271,532,248,131,183,74,33,22,36,16,26,19,14,22,74,108,80,60,16,70,178,45,51
343,NA,NA,NA,100,70,76,58,34,22,16,26,19,15,6,21,9,11,23,10,17,19,25,25,25,6,12,30,9,20
344,497,2597,2115,2149,2121,12205,29073,13604,2253,148,520,7983,3141,1751,2700,14915,23222,22367,5901,6984,2621,33004,18786,29624,8125,6564,12578,4731,4455
345,489,1161,549,480,410,550,686,675,662,3665,5342,1343,329,162,550,8996,364,1584,4057,3506,8488,75263,35495,127736,13236,23503,96111,29489,26783
346,NA,NA,NA,NA,NA,NA,106,82,72,37,43,19,21,36,19,13,19,21,13,18,22,29,23,18,5,10,21,9,0
347,1113,1847,1235,1904,706,971,1136,793,880,245,322,212,124,127,130,111,95,143,100,165,64,45,28,25,9,9,9,7,4
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,12,8,18,13,12
349,26,19,53,39,189,371,642,275,265,117,91,78,113,104,142,63,392,2737,192,222,156,737,7011,5507,89,19,10,16,11
350,1213,3159,1318,3065,718,500,685,3130,2200,1128,2295,1139,2063,1061,2309,790,553,8374,941,5793,10973,14352,279,3227,4777,858,1157,646,5817
351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,20,12,13,12,13,20,2,5,14,23,165
352,7655,374,346,186,103,108,951,72134,26942,27333,42790,38583,12026,7332,15040,12511,13298,85679,9411,10481,22115,39511,6210,25167,4626,1634,109,49,188
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,84,37,22,25,22,22,11,20,24,46,13,24,15,24,8,10,41,14,16
354,300,575,558,249,1344,1902,1790,472,265,107,130,62,35,375,554,325,204,208,128,209,101,193,146,385,364,51,122,46,45
355,97,65,67,45,41,36,45,25,25,21,31,36,18,21,37,25,46,67,177,788,197,2127,744,429,67,219,241,109,181
356,909,1480,1090,557,4376,13250,4162,862,957,772,559,39,137,695,318,247,303,275,326,486,155,421,170,115,47,116,2438,713,1030
357,5187,3562,1898,725,2790,2087,2111,1186,648,447,395,361,333,954,479,552,1110,538,65,34,2120,666,692,308,64,177,187,382,1186
358,1965,734,96,264,488,370,209,111,110,126,81,48,44,70,56,78,91,84,56,66,43,77,69,93,23,25,97,29,34
359,153,174,97,44,53,83,141,66,204,66,178,84,41,49,250,109,67,63,22,40,16,119,40,33,8,1,1,0,0
360,28,34,31,16,16,20,26,21,59,17,13,9,13,5,12,7,7,11,5,14,19,119,88,34,8,5,8,9,3
361,1712,1284,690,329,765,540,612,244,440,543,225,110,166,191,137,95,147,134,110,135,73,106,1,1,0,0,1,0,0
362,5886,1404,1012,538,1498,1319,1465,561,408,227,301,27,102,281,368,262,527,343,496,1023,378,816,506,493,84,208,320,117,161
363,12994,21009,18081,5071,16907,4259,2808,600,1086,1584,816,525,1863,8093,13120,5521,8047,5683,3494,6277,1179,2031,1441,1134,809,808,20501,4098,12776
364,NA,NA,349,120,166,479,337,208,322,90,47,22,26,19,31,26,29,28,30,15,11,36,12,45,7,7,28,16,20
365,2739,1072,2165,666,331,2618,1360,457,563,260,271,30,18,36,226,80,206,150,164,226,148,598,24959,43338,94520,44806,39223,7607,22987
366,7219,5792,13308,2316,941,659,780,37,42,25,26,18,8,11,11,7,6,13,7,12,10,21,47,33,27,28,118,23,56
367,14,6,8,7,8,6,4,5,4,1,6,2,0,2,4,2,2,0,0,2,1,4,3,2,0,0,4,1,0
368,34,37,31,18,1707,6939,19400,3229,1670,952,2483,554,477,293,274,286,125,28,146,368,388,233,273,216,95,156,467,248,461
369,10270,3773,3032,1922,1323,896,1447,346,910,852,637,150,201,203,439,154,224,323,283,2704,350,1037,324,190,32,51,406,136,1119
370,2002,3447,3938,1271,694,415,610,147,100,170,130,63,56,69,149,55,77,77,22,26,21,32,17,23,3,9,18,8,10
371,90,122,180,718,509,486,615,251,164,90,94,70,36,36,40,18,30,116,108,92,39,104,2362,207,69,20,16,5,6
372,63484,282610,211931,53313,22199,13094,13910,1824,21475,14877,10306,2621,2837,2292,5199,2210,2486,107261,25310,17475,12870,23678,12710,5077,1474,2370,3762,411,12387
373,22,14,10,9,5,9,9,4,7,2,2,1,1,2,1,4,0,1,0,1,0,6,1,1,0,0,3,0,0
374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,517,199,24,14,4815,2853,2983
375,NA,45,88,47,362,134,63,23,37,23,19,15,13,8,5,5,9,12,11,13,7,14,6,22,1,3,13,4,7
376,74,15,4,10,3,8,4,1,4,4,3,3,1,1,2,3,3,4,0,0,2,18,28,29,7,11,33,8,22
377,97,496,189,481,121,73,233,43,270,122,3076,358,97,21,21,62,86,165,110,147,122,321,146,83,17,50,1523,9976,38109
378,102,127,472,587,541,456,767,182,118,62,67,32,29,449,404,200,168,122,68,78,31,66,60,96,14,43,136,53,90
379,102,114,124,54,82,15,37,22,67,54,44,20,39,26,63,20,34,47,38,37,24,54,19,23,5,1,44,13,60
380,68830,17677,7379,4845,2468,4492,4940,1016,1185,488,187,299,2634,15236,11065,12680,10051,5141,5287,8547,8610,67459,49220,37641,5400,2273,14947,14946,9242
381,720,418,228,1284,1836,1492,1618,510,320,154,180,115,269,451,540,341,329,345,272,882,452,658,1069,2997,567,546,526,148,19
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,35,24,21,13,11,22,13,25,32,30,7,21,36,13,21
383,738,541,943,694,669,2511,2118,508,307,31730,9451,7054,1906,1200,11664,22543,10260,3851,2929,1663,4412,2345,1071,755,390,204,681,559,329
384,63,40,49,99,146,135,164,77,161,211,509,621,205,377,282,125,116,129,134,98,136,131,90,80,30,23,94,45,57
385,2573,7012,3167,3092,164,78,46,28,26,59,55,31,16,9,20,13,11,9,10,54,57,187,58,736,136,164,546,338,357
386,32750,55514,30323,45063,10755,7484,4536,5697,37425,48828,22383,10310,1927,29864,43620,42449,175328,13714,18766,43001,109281,229792,104241,153437,13662,2383,125247,60027,76789
387,167,505,401,32,18,27,34,6,3,11,16,5,3,6,11,4,3,4,2,2,2,16,5,2,0,0,4,2,6
388,625,358,290,281,236,273,341,165,183,182,148,115,56,69,114,65,93,82,67,71,60,142,72,110,8,0,2,1,1
389,2309,1732,1231,1386,1071,1533,2766,921,1215,925,2406,1373,528,3467,2243,3346,3069,612,724,713,1103,1486,1831,1638,719,530,2187,1152,1183
390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,361,1075,178,154,427,140,133
391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,83,64,43,8,16,48,19,33
392,58970,21481,47784,29177,22066,26763,12701,11816,9880,6374,5289,1161,244,2835,14663,3533,1143,1449,9456,7906,5511,5585,2657,4753,21685,12303,23249,83593,25736
393,24320,12343,23222,14917,3287,1732,1793,1181,2967,1840,5837,663,3438,2339,1075,975,823,4495,2469,5921,5271,9628,109896,61588,4189,3632,5471,9691,17141
394,1418,1200,6386,64688,36603,181429,166138,59161,60133,2504,27134,23803,21165,15963,292831,61110,27772,72814,80919,155863,122875,9782,31,16,2,3,8,3,4
395,355,210,5059,1441,1324,872,676,213,202,13376,15252,3311,522,277,409,219,130,142,1937,1912,1096,1341,556,92,9,26,83,24,19
396,8200,6085,9436,9502,3477,27608,10566,10370,13899,10177,560,1751,1624,1329,1920,1266,880,1266,46,42,19,62,47,231,256,353,650,278,293
397,397,174,204,98,111,104,130,75,69,89,601,211,785,399,186,33,78,319,190,259,271,2712,410,270,21,28,302,119,85
398,37,23,21,15,14,18,16,9,4,10,9,6,0,3,7,2,2,4,5,0,0,9,6,4,1,4,3,3,2
399,72091,147005,204999,1737,1752,60970,11575,147,262,3146,66948,8727,14130,56370,19886,6301,5496,3880,2210,3643,18893,41021,33473,21389,3054,4663,60407,36375,18813
400,191526,27455,235731,217946,190787,108942,50506,34545,239348,115781,286655,151790,194633,240980,114340,88786,55700,60203,54738,55525,33796,165324,229201,91248,12259,44038,101776,46238,23689
401,32,2,2,3,3,4,1,1,2,0,1,0,1,0,2,1,1,2,1,1,1,1,0,2,1,0,1,0,0
402,12891,4228,6822,5793,1856,1912,1407,1530,1311,3233,2596,1788,743,660,881,491,466,474,247,359,236,489,526,834,145,154,723,33,16
403,312,295,4904,3784,2802,1926,1951,695,396,224,199,120,63,477,533,340,302,246,119,708,1383,2041,1213,1418,410,1054,1906,487,237
404,2654,2430,4509,1508,1109,663,798,1220,2076,1038,799,236,293,205,163,368,388,920,885,947,1816,817,1025,14989,2668,4273,3347,8621,58633
405,116644,81815,110931,144831,364953,204242,268881,129227,55173,17348,40203,28977,11263,12605,18420,87922,272800,26847,56988,26834,4922,45405,11027,57369,4554,874,6313,36670,81795
406,25537,17629,8776,154250,91751,11405,87861,116426,99862,25330,78041,52150,22592,81005,36854,37516,51730,222108,26769,56718,17660,128543,43275,54062,29637,21507,107562,46234,39183
407,473,122,424,332,393,9118,12469,23072,15425,5562,3820,5986,3745,4480,4149,4683,4886,5149,3891,1795,596,2998,577,180,29,55,312,77,249
408,169,124,75,73,86,84,94,50,42,28,51,27,21,28,38,20,16,44,32,36,32,50,50,33,30,47,41,24,29
409,46500,41201,30423,19784,15821,15357,31362,45220,15765,85895,94556,55533,25381,19809,9027,10901,8068,16807,15632,16285,18610,24558,16582,16568,12797,10465,16715,2003,948
410,76,71,44,33,25,41,46,14,22,10,26,7,8,16,13,8,7,15,8,7,2,11,6,12,5,7,11,11,5
411,95,85,47,31,33,42,43,12,12,34,38,36,24,24,28,12,6,38,11,8,13,24,16,4,5,7,119,33,55
412,854,831,1130,1695,1984,1039,2849,1030,509,560,797,458,358,663,343,528,242,22915,2959,4800,6782,4616,22749,8132,1877,3363,8763,8038,10334
413,14,6,3,3,2,5,2,4,2,1,1,1,0,1,2,2,1,0,1,1,2,5,0,1,0,3,1,1,1
414,4159,3042,2233,92225,25184,123008,126965,121797,352428,377923,253908,109301,49552,19993,16372,16824,7375,102639,11329,25161,28850,38420,60444,49074,219,367,26219,224816,186751
415,4105,16322,2929,12480,50862,107884,173818,379400,59576,74373,30395,27795,134504,343703,97416,70542,58499,410585,168464,214590,148841,211917,68400,106774,30334,19298,37263,3546,2569
416,2110,1741,961,676,727,582,642,385,413,223,263,167,105,115,167,117,173,196,92,172,185,226,109,153,50,72,80,66,113
417,NA,NA,NA,NA,NA,NA,49,30,32,24,25,15,17,18,24,21,15,13,17,16,18,15,33,374,110,26,139,58,327
418,1082,7273,3277,2213,9044,16362,15491,4069,5212,1982,1730,571,299,269,264,156,106,124,475,1091,553,592,391,1585,648,1334,4044,1263,1195
419,1073,732,6644,18049,16576,6311,114414,3940,3059,1212,9657,3124,1515,173,273,138,84,88,71,74,30,753,510,479,52,13,24,9,81
420,3961,1144,775,2184,1317,2418,3533,2069,1121,1226,1175,345,209,721,673,426,278,343,276,342,251,961,251,235,102,94,89,21,23
421,1451,506,950,455,1109,1141,862,486,1343,359,483,256,182,2757,59143,38175,28419,99717,67061,297856,87232,560253,93340,64638,19333,13806,16281,41979,22136
422,20518,20365,12374,19602,35739,12327,17044,15165,4786,13070,13610,11817,4271,13730,42531,22654,14081,6067,3467,765,4775,23989,15959,75247,20231,9017,9932,11126,1203
423,26916,9736,7509,6475,7519,10388,27714,8349,3446,1001,1105,1422,695,358,591,1195,1951,2004,24480,14572,7500,15898,4027,3681,883,2906,2668,723,1019
424,82962,55534,34559,25018,56085,68098,57805,35319,21835,16276,17683,8147,6204,672,3796,4585,5411,5792,3802,6429,6539,11938,6506,5353,1286,2581,7037,6109,20609
425,62,517,445,187,165,137,13446,7761,10778,3983,2758,947,420,340,413,251,363,335,149,180,873,1973,1509,1575,580,3799,10466,16432,8671
426,77,65,31,1,3,4,3,1,4,4,5,0,1,0,1,1,0,2,2,0,2,2,0,2,0,0,1,1,1
427,110881,461107,181155,83698,2686,1019,743,863,3678,2374,42441,379456,69651,45141,7069,2784,3679,151825,44289,34014,13678,170783,104475,66833,17935,10080,7717,7821,4666
428,2318,18411,35352,7119,14103,13594,11345,817,69871,3629,2026,6384,13308,4851,9432,5405,14485,2974,2016,17441,11904,30584,5919,85022,13650,19593,5508,2501,1715
429,34,25,20,143,706,4744,13536,5836,3156,3212,3043,10923,18514,153526,85646,60091,30711,27227,11349,61887,15684,3443,11660,21513,4331,1764,5866,6521,3772
430,290,370,193,127,128,1166,1139,452,264,139,101,154,53,61,2050,1582,1073,1093,145,546,132,166,83,82,21,2,8,6,5
431,25789,9223,76677,14945,97621,30096,12672,34808,18879,9862,1411,166,67,78,470,837,565,631,9778,21011,18701,32075,9902,5932,891,663,2068,1151,2782
432,621,386,10080,2268,1936,1451,1264,489,31806,13089,14928,6133,1388,1083,1121,698,507,420,227,2881,4492,6070,3438,3217,832,57,134,50,52
433,256,182,61,2,1,0,4,1,1,1,0,1,1,2,1,0,0,1,0,1,2,1,0,0,0,2,0,0,0
434,210,203,142,253,395,241,272,105,239,197,65,72,65,45,102,33,45,49,213,686,117,356,162,536,105,1142,3877,1898,1645
435,4,1,1,1,4,2,5,3,1,0,1,0,1,0,1,0,0,1,0,1,2,1,1,0,0,1,0,0,0
436,1883,1094,2642,1859,1308,1489,1648,6244,2531,800,659,76,165,170,281,181,63,102,23,66,313,307,136,427,88,102,200,84,127
437,91,102,71,50,103,100,94,64,61,18,37,22,8,7,15,23,12,37,39,34,25,42,57,2731,8076,4675,7918,1963,2579
438,452,286,888,1538,705,648,1437,489,5950,570,69,113,137,121,147,347,116,168,20,140,110,133,27,36,10,14,26,22,54
439,204,129,86,123,77,49,108,68,56,43,23,166,70,34,121,59,22,47,18,89,26,554,44,2559,73,42,62,34,81
440,9039,2465,12337,23342,176697,44243,13041,17343,14338,12589,2316,3902,1838,5044,10434,5238,2485,3653,1207,4366,2238,8381,869,1430,252,209,9716,2262,4364
441,NA,920,217,82,97,121,100,51,50,34,223,181,56,44,41,39,34,35,799,310,109,150,91,97,13,2,2,0,0
442,922,134,844,584,483,516,2635,2277,1893,1254,529,1004,345,259,325,104,25,16,49,315,116,468,100,288,51,71,1068,168,38
443,342,180,139,148,77,103,164,101,3116,1433,761,600,364,1368,766,386,249,415,138,974,1626,1632,267,525,87,206,190,226,160
444,622,513,2387,92,91,85,55,32,24,15,10,10,6,3,4,3,6,1,2,6,3,6,4,5,1,3,1,1,0
445,2078,23843,28842,9480,91131,81748,82230,10202,7113,40119,15900,13279,16257,11405,5906,4830,3591,6833,2053,2214,2077,1445,4078,2986,366,296,1400,47,30
446,354,310,5546,1891,883,1289,1106,402,232,126,98,76,3104,3405,1600,2326,661,861,306,606,928,992,580,1424,297,293,1178,223,144
447,1584,598,1558,302,4712,5091,3360,1489,1179,48,44,29,70,300,156,74,52,128,45,118,84,144,67,230,28,1356,745,2039,1203
448,5564,6818,6109,4519,5444,12718,8085,2019,15450,10936,10654,1097,2022,9277,6788,4555,1749,2523,751,2104,8847,6665,3425,5540,914,1712,3720,1681,2143
449,14356,16217,15528,5745,3022,4566,6142,4610,1531,1387,509,637,160,873,911,1141,542,1145,228,297,420,613,153,405,71,78,219,319,307
450,90,112,72,991,1558,760,596,241,148,70,62,48,37,28,39,26,25,204,240,186,154,245,68,59,27,72,150,140,418
451,25844,52547,41572,7149,4107,5390,6673,1933,1582,2222,594,539,2914,2366,1268,8682,2051,3044,470,1285,3259,2343,1288,11514,554,379,1753,1695,1232
452,10432,1534,1092,403,283,296,487,163,113,411,128,98,249,152,131,293,118,242,84,71,372,390,9267,18181,7652,36560,46402,15149,2022
453,140,157,175,132,245,265,207,131,148,101,114,70,57,83,81,59,57,66,33,56,73,120,83,327,32,41,79,51,58
454,39,27,29,16,25,158,176,109,73,68,47,33,18,27,27,27,24,26,24,34,43,46,33,33,7,12,40,23,18
455,1549,2952,1595,1574,2902,3072,879,91,577,573,600,367,241,760,1714,592,765,811,8860,11095,8391,4357,3468,36591,2774,1753,2067,3771,1755
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,504,139,52,50
457,1188,479,148,3,3,6,5,1,3,1,1,1,2,0,2,1,0,0,1,2,3,1,3,1,0,0,1,0,1
458,448,2387,1391,230228,55577,66487,56706,49611,20974,13462,17487,38326,12254,9058,7800,7144,8307,6198,30173,11956,19758,12948,13812,60658,6979,4581,5670,5708,3960
459,522,1707,509,913,586,726,639,587,550,10936,3646,1504,606,601,316,637,523,599,232,275,316,179,290,329,60,56,158,73,88
460,374,392,120,15,11,13,10,1,5,2,2,0,1,1,4,1,1,1,1,2,2,2,2,1,0,0,0,0,0
461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1534,279,25,28,27,12,5
462,3716,358967,94102,65954,15751,12985,2579,9070,3393,1388,698,472,257,465,203,22,15,25,24,16,13,27,13,44,10,6,243,107,98
463,12849,1339,4876,30250,48088,46281,43251,15892,1770,14530,87780,38452,58012,77788,68934,54734,69755,39272,13021,6938,13020,8346,27042,141135,11636,25902,110145,147455,43368
464,713,935,3138,806,711,1518,702,426,340,514,644,563,504,344,300,173,369,682,1704,9117,6052,2916,1966,1294,211,228,373,143,119
465,12,19,22,6,4,9,8,5,4,3,7,4,0,3,3,4,2,2,1,4,1,4,3,1,0,0,1,0,0
466,2285,2414,1785,11104,3048,2604,1651,1031,2940,5368,3389,724,358,113,197,139,169,376,306,173,4566,369,159,216,345,188,938,287,3581
467,4,0,11,5,2,2,2,3,6,2,2,2,0,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,1
468,1503,194,212,142,181,168,348,299,323,85,97,101,42,43,47,14,25,32,11,11,7,27,22,28,16,18,12,19,21
