"index","round_1","round_2","round_3","round_4","round_5","round_6","round_7","round_8","round_9","round_10","round_11","round_12","round_13","round_14","round_15","round_16","round_17","round_18","round_19","round_20","round_21","round_22","round_23","round_24","round_25","round_26","round_27","round_28","round_29"
469,14343,25708,46662,23224,24157,18141,23738,60627,26505,19354,9242,2049,1742,2481,4451,3426,2047,9287,20921,32236,30246,43240,27741,19102,4133,7323,26514,7377,4641
470,NA,420,2285,305,738,166,222,67,41,1148,154,137,21,13,51,7,4,24,13,19,17,62,30,111,12075,4234,9788,2435,1374
471,135,143,108,78,86,402,1702,1487,889,525,1029,700,228,152,186,214,116,188,167,173,682,544,378,1727,913,1851,4998,968,475
472,1250,1328,8324,1078,1418,532,1087,95,111,369,123,98,52,68,152,30,23,235,6,21,51,85,32,125,85,14,8,6,13
473,88,112,79,54,444,1038,693,302,136,85,66,39,25,18,35,25,28,200,27,22,12,28,27,38,1,5,10,7,3
474,26,24,31,30,39,34,74,163,151,164,108,70,36,55,106,75,61,52,8,10,9,31,40,86,43,478,22128,8719,70939
475,1443,1170,3197,23378,73112,96187,20376,2196,2221,2080,2086,18246,12519,11306,13314,3489,7746,3926,14021,23124,19205,25654,17054,24231,5587,4177,12942,7320,17774
476,408,1073,422,5198,5163,4805,5726,1193,377,177,153,94,4270,4538,1901,1967,1065,981,133,510,289,289,7392,9642,266,55,131,53,44
477,105,78,26,3,2,5,2,2,4,2,3,2,0,0,2,1,1,2,1,0,1,1,2,0,0,2,2,0,0
478,81,129,96,45,116,81,102,212,81,63,42,21,14,9,26,16,12,41,15,17,710,263,83,126,16,21,74,47,38
479,444,152,149,57,87,38,90,43,32,22,30,16,9,17,20,7,7,29,12,23,11,27,9,19,6,21,34,19,26
480,NA,NA,114450,29936,11072,3325,2866,452,417,94,233,353,258,343,375,159,140,198,111,396,748,877,122,266,70,132,149,51,29
481,52703,48211,90434,122094,29714,42916,24627,4702,16872,102248,4224,10452,6156,5107,9987,5145,1336,3072,4571,13615,244143,70407,9186,6312,1996,3556,21469,15708,3616
482,12913,26630,13566,4741,3153,460,297,196,795,1673,1203,1255,640,832,2359,880,531,864,544,659,224,516,794,636,362,748,7093,4438,4795
483,9731,6658,5337,9276,10911,9788,19637,8891,5264,6005,4807,3729,2112,2579,2721,1653,1485,2438,2643,3700,17016,5876,10211,5753,1857,1830,5904,4966,3433
484,100677,184468,91504,291226,74048,66764,84686,64608,36118,86997,33263,14441,4329,5030,24614,24332,8805,36147,13453,11838,334805,77442,16576,2688,13716,18054,107909,74019,10065
485,146,97,69,65,79,70,65,57,68,45,56,39,232,2714,798,747,646,568,440,233,956,1018,224,225,101,157,1471,1570,535
486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562,516,3507,1432,181
487,NA,NA,271,165,172,204,166,75,104,59,76,40,33,33,49,56,62,53,42,44,40,52,44,50,15,19,50,37,19
488,1241,806,588,535,1321,3406,10578,2310,2048,2831,1553,1688,479,466,495,286,255,290,651,346,1361,525,199,305,107,77,187,143,151
489,7276,5135,4291,11511,10404,3563,1994,793,16001,22189,26493,7129,3339,2426,19924,97114,30736,42440,15686,60601,460760,137370,145107,55239,20330,25013,81121,32854,164638
490,1232,2077,511,65,111,86,47,34,58,25,28,22,11,17,10,10,14,18,23,32,107,562,218,203,50,593,935,1060,420
491,97,81,119,106,134,346,2634,2545,5038,7504,1748,1415,473,310,425,632,1143,1005,107,231,919,192,16,23,8,17,63,32,30
492,1337,1951,264,4,4,5,2,1,3,2,0,1,0,1,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0
493,492,21,10,9,13,14,11,9,12,4,7,1,2,2,3,1,6,2,3,2,1,4,2,1,0,3,3,2,0
494,3,4,5,4,3,0,2,0,4,0,2,1,0,0,1,0,0,0,1,0,3,2,1,1,0,0,0,0,0
495,1438,26697,2944,916,892,764,924,810,849,350,352,181,128,141,194,104,173,219,66,152,57,210,89,128,41,97,423,533,324
496,NA,126,362,461,476,1145,346,144,222,99,102,45,36,106,71,63,223,162,53,294,1148,5011,564,723,54,60,125,138,88
497,8248,19798,33537,38479,19496,1491,317,107,133,169,125,88,55,410,552,217,135,127,65,74,44,100,119,682,224,375,647,218,230
498,1109,2096,1452,7484,1875,2513,2012,29850,23426,8034,4365,1968,2326,1768,4135,2278,83,814,289,1022,415,804,43,32,31,12,17,14,20
499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403,5185,41611,57276,1366,122
500,105624,73712,54184,229987,112342,60859,185817,60184,209497,56048,49073,25005,15517,43813,47721,34019,40554,4948,22312,73297,26073,68225,76507,60779,10565,23733,90465,51071,26352
501,168,131,82,121,88,195,276,140,138,62,200,17147,37339,3717,1180,320,173,241,163,133,119,259,54,72,9,16,61,222,1436
502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,28,21,10
503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,41,132,45,32
504,466,51,49,82,235,207,243,246,549,57,42,150,90,197,296,175,234,162,84,34,37,153,64,71,22,201,410,445,275
505,4883,180020,79118,23546,13628,66375,185925,116932,330029,79762,114973,90488,67180,56941,71318,57029,52264,70949,19667,76981,25685,86204,19816,37171,6208,8181,18787,11395,4186
506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,29,73,28,40
507,68,73,50,28,34,44,75,27,22,13,18,12,11,14,20,26,26,45,31,43,24,58,54,47,4,1,0,0,0
508,335,373,178,162,1415,3691,2571,884,1086,385,411,209,91,80,104,49,55,75,77,188,358,675,551,663,89,7,9,2,3
509,1240,6850,4064,4481,5295,8435,7622,1877,383,8730,3731,1177,1192,1263,150,32,97,1747,818,1187,1065,1204,1180,1610,432,436,1094,439,38
510,47377,28619,33763,4435,969,855,652,234,94,69,55,33,11,11,8,17,31,102,110,91,101,189,310,210,61,894,1388,1289,693
511,NA,1144,1459,476,49,24,52,10,10,19,37,11,13,27,8,6,14,105,21,12,17,30,18,10,3,6,25,7,18
512,1008,651,611,92,69,72,172,4204,1229,946,160,10,14,16,23,8,14,22,16,17,12,18,18,12,7,2,16,3,9
513,1281,12545,570,170,106,125,148,65,45,29,31,20,71,3170,1747,678,111,98,31,41,16,103,32,13,8,6,15,13,18
514,832,341,103,4,6,7,5,8,3,2,2,3,1,3,2,0,2,4,1,1,0,6,5,2,3,9,24,14,12
515,NA,NA,6223,1771,1464,1807,5743,7414,3021,1230,241,80,76,83,53,11,83,71,23,32,28,60,77,1012,120,15,221,71,124
516,208,247,73,5,9,6,10,2,3,4,4,4,2,1,4,2,1,1,2,1,1,42,30,23,9,19,51,23,23
517,740,2027,1525,705,90,336,190,106,134,87,169,88,710,366,227,68,124,205,78,166,178,478,97,39,5,5,26,31,62
518,1024,1753,471,89,65,125,487,180,105,55,47,66,50,75,53,25,41,114,43,51,21,858,63,60,35,24,92,51,44
519,10,41,223,1063,478,513,88,10,18,6,14,3,7,7,8,5,7,5,11,14,9,17,10,11,2,4,18,6,16
520,6434,26918,15453,7907,2003,2112,2746,483,201,1392,248,225,1957,352,96,20,11,24,15,109,205,190,141,211,112,49,849,216,495
521,955,85,349,260,263,407,558,1217,370,185,177,131,131,568,7214,2071,2189,1922,488,437,172,355,185,157,131,288,422,116,105
522,1391,13800,15425,10403,3814,1735,2300,18559,1035,408,46,43,20,86,389,776,1580,2504,317,102,306,153,171,104,26,178,919,1740,2425
523,20444,290,146,1497,1439,4391,1057,1081,304,152,186,191,49,53,88,2427,7761,34553,29743,60768,338971,56613,305499,41246,317,325,108592,94273,22078
524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,107,29,42,125,67,33
525,48,6,3,1,2,3,4,2,1,1,3,1,0,1,0,1,2,1,2,1,2,1,0,2,0,0,1,0,0
526,1144,839,427,42,43,48,341,284,828,815,784,276,102,63,144,47,10,15,12,6,15,22,15,18,2,4,11,6,14
527,NA,12,73,27,34,50,57,35,28,76,56,22,23,16,18,15,18,26,10,13,26,22,20,20,3,4,13,9,11
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4210,1749,2205,929,470,184
529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,168,126,65,34,41,32,63,46,38,9,19,59,39,12
530,63,217,339,444,469,29912,10943,5178,1184,392,402,539,4404,627,176,19,32,46,251,397,9659,786,1334,1656,222,224,392,879,597
531,549,2613,1960,74,132,894,2260,2515,2433,817,2890,1923,2465,366,738,3478,3629,30219,8015,2660,69477,17575,59484,1929,82,90,918,4012,3141
532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,51,61,60,108,39,35,8,0,2,0,0
533,1018,955,942,156,102,465,382,211,130,86,123,92,26,20,13,111,228,176,18,17,78,245,1176,967,2541,1705,1111,503,337
534,2622,1804,860,63234,52916,4592,2420,2130,2114,454,857,574,414,902,1605,1668,2226,3651,2100,1931,10711,23999,21894,14817,115,131,103,59,43
535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,174,187,117,76,37,35,19,18,27,83,59,117,31,74,202,111,113
536,1349,427,9,3,2,2,4,0,5,4,2,2,0,0,2,0,3,0,1,1,1,8,0,2,1,1,3,0,0
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43876,126817,30373,17492,33396
538,45635,19874,50133,6906,21472,259750,112691,7927,190226,6352,10365,20251,20991,3599,75386,67774,79893,27309,10706,25250,11198,49413,21352,30087,1509,1080,507,34,48
539,NA,NA,NA,NA,NA,NA,NA,NA,380,201,190,157,130,102,115,72,66,153,97,183,114,301,254,274,73,144,207,91,151
540,134,131,96,9,17,16,8,7,6,5,4,8,0,2,6,4,5,7,3,6,1,12,5,7,3,3,6,4,1
541,8763,4197,8730,77890,23250,1792,10226,1506,195,89,329,1739,2932,2820,1142,445,580,1234,1664,1414,516,2778,2783,126,26,46,664,560,698
542,47,46,61,38,86,75,83,29,60,45,80,88,97,52,61,51,47,93,56,130,96,213,165,100,31,26,88,55,65
543,813,552,1030,64806,80929,41441,7263,1248,11104,2039,2433,3458,6539,2394,2593,1966,2049,3483,4348,9080,7955,8293,5091,4859,529,1726,4646,1871,1802
544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,97,143,2400,1562,331
545,377,96,84,184,242,164,380,423,26706,29016,109509,22417,63040,6389,33751,4387,6154,16284,2944,6954,11016,44543,6560,8136,3118,16874,17773,68685,96333
546,546,649,932,722,601,772,1756,991,1058,385,389,513,380,339,378,235,230,448,360,509,293,570,459,6090,1754,1193,2461,695,430
547,974,332,134,498,375,235,258,163,664,107,320,454,433,180,183,92,71,157,211,238,305,268,340,184,44,0,6,1,3
548,3946,1025,1522,3676,12679,4351,2584,1555,289,1131,2115,534,60,367,522,4590,1918,1763,217,192,90,146,83,57,22,35,87,278,193
549,4858,1172,3725,13797,3237,10462,2468,3426,560,227,2735,8453,6555,7281,4957,968,1365,575,163,5481,427,422,291,1237,345,2183,2115,837,4080
550,296,275,424,515,410,666,393,432,1270,258,174,245,191,122,156,104,86,161,200,208,173,343,491,264,79,2487,1059,422,279
551,61,45,46,46,37,32,50,33,1059,763,3246,222565,82003,26182,11937,1619,1891,1150,10539,21306,10252,39848,152939,47637,53254,35273,39318,7418,6025
552,408,304,489,354,607,340,671,340,878,465,521,6881,6133,1680,1555,1319,5483,1819,1115,20207,5316,16092,5169,9860,518,1503,2721,6323,18403
553,115040,47794,59119,19907,34266,4914,5623,1075,460,667,11728,3792,3642,1628,1628,1094,830,958,847,2040,758,4147,1584,1642,277,1075,1988,620,446
554,82,75,179,87,144,93,128,49,57,97,111,148,131,88,126,105,110,154,144,217,141,314,313,263,44,86,265,91,110
555,NA,2489,28503,50314,87796,12334,22197,9509,2980,595,5518,3156,4781,19448,15929,12419,6017,5727,867,517,172,543,103,84,11,33,81,278,2043
556,972,971,418,390,1289,1101,57934,2276,24878,2275,898,139,64,63,316,7324,842,1662,482,395,251,791,1933,10018,187,7,10,3,3
557,431,415,539,196,407,207,35,14,16,11,6,6,3,4,8,8,7,15,6,9,6,21,4,4,2,2,8,1,1
558,4741,3012,3781,789,4205,3255,3074,1553,2924,915,654,415,875,11724,1945,5367,4415,1490,191,197,121,285,116,255,10855,10355,8525,1599,2215
559,47335,51820,341196,178700,100056,521496,62581,193474,312529,61444,220896,190551,369108,155196,231425,36912,62637,45229,72450,294088,43603,83169,6835,5982,234,201,3402,1820,3896
560,NA,NA,4488,4634,6810,7915,8698,4291,6498,996,1084,1460,1254,942,1253,557,443,952,744,856,617,1393,1350,1329,73,51,100,33,50
561,4089,14371,2944,3434,1725,223,124,91,106,60,2390,3093,2564,2025,4556,1605,624,2200,5177,3336,4507,19593,5680,9879,4142,2746,4017,1393,3061
562,2571,4144,6053,10856,18004,24103,37947,13627,23437,2086,2177,2876,2902,1971,2616,1576,1287,3594,3170,4219,3672,6695,7608,15362,1566,87,166,58,66
563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,1230,622,912
564,53,34,47,48,34,37,53,27,41,20,20,24,19,30,24,28,26,33,35,53,28,50,40,23,8,20,22,21,31
565,14987,50656,32102,8662,24301,17520,15285,6498,11300,7887,20337,19258,51543,20973,154955,166033,78449,119417,118631,114166,31521,43807,18618,6969,694,9102,7307,3543,6351
566,NA,NA,NA,NA,NA,116496,59702,5378,9837,5848,53110,149706,20471,64337,15353,15711,8777,11087,8090,18389,32172,69206,30946,87944,8512,16969,150191,32490,18608
567,68172,182191,92398,15997,86188,16168,17630,17246,45621,22200,21048,8184,5992,148852,57513,122228,265557,227176,35228,72984,46617,90161,46021,21483,3653,5931,15528,8358,7818
568,928,189,629,299,1036,544,409,186,273,170,305,278,198,136,151,89,102,183,412,325,119,294,210,143,26,1,4,5,1
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26692,27607,6350,382,500,595,267,9796
570,226,228,298,309,9916,2515,4931,748,10636,6823,4734,2753,4144,1715,3963,662,4307,107077,193335,84182,60415,128269,44702,11381,1323,701,3724,3185,8420
571,158270,57587,35888,10211,1482,300,307,190,1518,805,719,397,457,555,607,10581,5833,5116,4373,4336,1232,2882,684,467,58,210,16641,13750,55756
572,30450,37824,30895,12192,28849,13601,13771,5404,10139,11948,12273,18174,22919,18866,23566,19144,13520,39391,12542,35149,28611,29752,7905,14817,2887,6991,11205,10268,8042
573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4103,550,1822,2248,554,368
574,2963,377,1047,930,1520,682,803,512,1010,370,604,678,258,108,208,111,113,159,198,202,97,265,856,1121,214,1048,990,362,349
575,29542,91681,46272,22308,23735,74453,50933,5816,49635,9878,8549,14370,5224,7267,4967,5442,129267,30349,20928,23019,20014,36034,31203,16336,1554,1631,272,212,954
576,236845,39880,35862,80716,64069,135447,288514,43446,70268,100657,30894,54459,40653,160414,81365,59750,119104,25057,53251,37558,164224,51581,115303,103525,19789,29532,143644,41406,27564
577,121304,77877,370675,166155,86266,60068,34218,25098,105523,94216,55639,32887,40612,26863,215447,183072,55620,177349,237377,395246,155976,162023,269441,98738,18856,30019,156898,95020,36020
578,251,228,236,79,168,218,250,121,177,105,136,114,102,65,92,112,82,179,112,139,145,272,137,370,34,91,226,29,38
579,531,272,188,11,13,14,18,4,4,5,13,8,3,6,3,3,5,4,4,7,4,9,3,9,0,3,2,3,0
580,3296,4610,1919,4228,6875,4563,5770,4188,6315,3424,3239,3421,2724,7319,4631,5241,5099,5967,3756,3349,3997,7595,3622,1959,597,893,1687,943,1161
581,39553,68915,10785,38138,773967,118092,18545,151276,719704,99418,116394,24054,75556,81909,22913,69118,35431,112513,92544,142521,195491,189698,122335,305611,23222,16433,141722,32543,54772
582,10847,13678,37882,164724,180163,98555,480664,276663,106952,34639,46008,64844,38614,57188,17386,65524,22382,48737,10636,10204,2811,478,281,297,64,71,367,2020,3824
583,NA,1126,721,146,144,135,221,113,176,117,6634,11283,4778,1777,1322,3168,726,1479,779,1305,311,189,68,85,16,35,91,24,38
584,196994,213961,99421,33876,89246,279215,100695,53778,63149,33836,118018,61488,8399,8723,8463,69344,80610,108011,15199,57162,1254,62978,19145,9521,4673,6410,4860,25136,13786
585,31391,15068,34432,57173,73201,62378,112913,21616,44810,27435,58326,57808,35279,12051,11863,61033,24822,50298,30019,32364,50700,50495,9741,7272,1502,1767,1452,1715,2338
586,8532,1923,314,648,931,492,527,124,183,382,352,6518,1997,429,5997,24997,4794,5447,4891,14709,6693,7589,230,1326,141,213,1640,7091,9914
587,671,1252,13005,17143,15781,3436,41137,10650,4562,3071,908,5758,3389,904,640,4105,604,2036,2099,10228,5020,6866,4729,5008,280,327,607,257,431
588,3222,2336,5807,602,1513,5571,7972,3662,4670,1477,957,1878,2397,1314,1080,850,725,299,237,225,156,389,313,283,55,22,31,11,11
589,352,352,341,349,513,592,625,283,460,127,143,224,171,153,213,96,90,194,169,221,187,351,251,357,40,100,184,59,77
590,4090,3999,9806,8134,11041,3860,3591,13272,7160,5290,1526,1722,1509,793,1768,631,345,1557,762,1407,762,37977,9379,8272,631,1738,3769,2463,1965
591,428,591,628,874,1978,1547,904,835,853,490,533,624,348,389,383,166,192,262,314,331,245,3312,843,565,1534,554,619,35,51
592,871,9894,2778,1421,381,626,986,470,469,167,286,461,29083,17478,40509,147386,27308,89227,9192,1683,1310,2390,432,215,33,43,78,42,46
593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7744,620,658,1303,1715,317
594,9872,50971,28839,8788,4420,2683,4659,55409,35137,15322,6685,9970,2460,1570,820,438,248,2098,2658,1742,2664,1828,685,3255,114,145,424,3062,574
595,691,654,751,465,1291,1911,3031,2061,1891,761,429,1439,712,689,160,286,223,519,565,1029,3182,8911,3431,2857,238,304,400,23,304
596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19730,3236,8279,12139,3361,3970
597,1049,5317,1158,947,677,360,550,386,334,265,259,288,190,152,130,90,77,167,158,139,307,245,396,240,32,90,194,103,70
598,2094,1574,14087,5841,5891,5788,20537,4336,4268,383,17050,20417,18842,15917,25608,11514,10882,20745,26989,20973,12995,17734,29789,13213,1499,2636,1207,1217,2890
599,658,973,385,3553,2653,3152,25003,67867,130677,31425,30430,53488,40560,25116,35102,19430,22836,33644,6735,3214,9101,7101,8561,59987,1930,1710,2649,2163,131
600,NA,NA,NA,NA,NA,NA,NA,NA,NA,4029,5354,6844,5830,4431,5716,1866,1461,3302,2299,2778,4357,7563,8421,8470,998,102,160,45,46
601,5050,9527,100022,21173,54198,81788,90133,285168,124643,216917,115965,17383,12598,37934,27607,12712,6652,21668,7294,8792,4283,2355,327,891,218,597,2614,2255,1195
602,NA,NA,27879,7468,9689,5839,2002,121,85,69,250,1283,1010,974,7780,8953,4940,2891,115,176,122,1576,1111,834,111,47,38,22,29
603,6678,14484,38254,18185,46356,26578,35975,20444,29057,28267,15286,17401,11183,5861,7180,4005,5694,11202,17944,22789,59162,113490,152102,108978,57267,50254,60992,25575,61822
604,4368,6885,4258,423,565,563,574,227,445,5803,7735,9196,7171,4545,6548,3670,3193,8902,12132,22775,31178,50816,52475,4048,562,362,70,22,29
605,218,403,191,55,4,9,6,1,5,2,7,2,4,3,6,1,3,4,6,3,5,15,4,3,0,2,2,1,1
606,13564,69603,50946,216263,45966,310625,517078,33767,128780,591477,82716,58158,49179,58284,66999,204288,41230,66807,127224,151090,432721,284339,150183,36308,8030,21565,153067,77767,25903
607,103,193,1105,940,1175,1048,764,687,3666,1267,648,529,357,194,325,211,140,359,444,412,2630,2334,368,385,65,153,427,316,169
608,325,1378,790,518,796,1009,1207,4420,13012,997,152,94,748,3092,2985,2403,3331,126,53,78,42,1978,1679,765,153,1297,3418,16959,15307
609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3664,6306,4410,6764,205,149,19,60,120,47,37
610,2815,16124,2897,2011,3776,15672,6436,2003,6056,2717,8133,15275,40527,17729,13436,7429,6333,11225,5093,7755,1060,22255,15945,7294,422,750,1445,1169,390
611,24027,12021,1788,921,1177,690,697,368,735,381,551,500,420,260,202,30,79,464,303,790,312,519,345,289,43,121,308,542,226
612,634,580,500,393,600,502,827,483,819,278,310,351,330,240,327,207,164,273,186,334,107,388,246,214,62,195,386,187,161
613,60,97,69,53,82,67,96,73,125,76,101,87,91,69,85,49,43,88,78,98,38,84,10,5,1,2,5,1,1
614,868,715,374,2510,2741,4811,2644,270,197,704,519,738,1578,8463,4028,1647,2003,2433,1788,1499,1409,2813,1727,629,50,52,230,348,311
615,3749,5328,15071,6214,3783,7479,3340,1057,813,4684,1458,2337,9485,1946,1506,344,260,1176,445,1006,5962,10951,7363,65873,8154,3221,8877,2600,2767
616,904,1066,1535,982,621,670,4418,984,982,930,577,663,18683,6096,2803,555,587,3592,8849,594,65,8598,2562,3137,413,1420,4680,1238,1113
617,490,1519,2974,1811,3460,4033,3042,958,2131,12167,2335,769,1234,667,426,81,35,95,90,96,84,149,131,7207,6187,2968,1222,35,25
618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3536,3078,6596,3359,4057,3928,6236,7679,6252,1116,3610,5647,2040,2233
619,204,178,418,6703,7787,7977,5897,170,2835,814,3197,4118,3457,171,151,261,249,719,2259,1026,4718,45587,1725,212,29,37,56,24,29
620,28868,505987,139223,35190,40058,126705,62695,15523,17887,24410,8780,812,458,227,621,2223,6012,14829,5301,6013,37443,11042,1263,29303,2763,15151,36383,10426,6853
621,433,342,333,409,540,679,678,280,448,126,146,179,171,128,161,76,66,153,124,202,144,243,213,195,27,85,157,57,56
622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,81,41,33
623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,288,205,260,186,187,425,275,349,303,632,703,616,126,6,11,3,5
624,452,2065,811,551,700,566,2675,812,322,366,629,927,945,411,569,301,342,6844,919,602,5053,346,330,212,10,3,8,3,6
625,113,62,67,40,50,45,40,27,33,13,16,17,17,14,20,17,4,29,9,23,20,28,23,19,1,11,18,8,5
